"Table 2.2: Crop production by Region, 2008",,,,,,,,,,,,,,,,,,,,,,
1,Maize,Area planted (Ha),"73,287.0","91,121.0","9,178.0","60,472.0","164,147.0","128,246.0","215,050.0","141,424.0","68,222.0","69,375.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"103,335.0","244,652.0","17,303.0","135,404.0","475,236.0","351,626.0","441,329.0","234,888.0","132,341.0","170,270.0",,,,,,,,,,
4,,Yield (Mt/Ha),1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,
1,Millet,Area planted (Ha),                       -   ,                         -   ,                    -   ,                         -   ,                         -   ,                         -   ,                         -   ,"52,018.0","40,556.0","49,071.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,                       -   ,                         -   ,                    -   ,                         -   ,                         -   ,                         -   ,                         -   ,"87,618.0","44,304.0","49,642.0",,,,,,,,,,
4,,Yield (Mt/Ha),                       -   ,                         -   ,                    -   ,                         -   ,                         -   ,                         -   ,                         -   ,2.0,1.0,1.0,,,,,,,,,,
1,Rice (Paddy),Area planted (Ha),"34,797.0","2,341.0","4,687.0","58,662.0","9,737.0","14,167.0","10,077.0","81,165.0","37,530.0","6,545.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"47,554.0","4,968.0","22,577.0","299,894.0","39,114.0","55,056.0","17,628.0","163,545.0","104,255.0","14,810.0",,,,,,,,,,
4,,Yield (Mt/Ha),1.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,,,,,,,,,,
1,Sorghum,Area planted (Ha),                       -   ,                         -   ,                    -   ,"6,182.0",                         -   ,                         -   ,"1,102.0","69,313.0","57,324.0","94,220.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,                       -   ,                         -   ,                    -   ,"9,295.0",                         -   ,                         -   ,"1,293.0","123,562.0","75,441.0","106,646.0",,,,,,,,,,
4,,Yield (Mt/Ha),                       -   ,                         -   ,                    -   ,2.0,                         -   ,                         -   ,1.0,2.0,1.0,1.0,,,,,,,,,,
1,Cassava,Area planted (Ha),"93,427.0","133,956.0","4,858.0","88,163.0","209,808.0","134,176.0","211,685.0","101,269.0",                   -   ,                   -   ,,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"1,164,551.0","2,715,253.0","95,277.0","1,920,588.0","5,448,642.0","3,176,440.0","4,950,058.0","1,375,152.0",                   -   ,                   -   ,,,,,,,,,,
4,,Yield (Mt/Ha),12.0,20.0,20.0,22.0,26.0,24.0,23.0,14.0,                   -   ,                   -   ,,,,,,,,,,
1,Cocoyam,Area planted (Ha),"48,329.0","9,709.0",                    -   ,"9,602.0","28,136.0","63,010.0","44,449.0",                         -   ,                   -   ,                   -   ,,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"381,120.0","57,734.0",                    -   ,"63,662.0","248,108.0","387,620.0","322,693.0",                         -   ,                   -   ,                   -   ,,,,,,,,,,
4,,Yield (Mt/Ha),8.0,6.0,                    -   ,7.0,9.0,6.0,7.0,                         -   ,                   -   ,                   -   ,,,,,,,,,,
1,Plantain,Area planted (Ha),"78,260.0","24,370.0",                    -   ,"11,132.0","85,289.0","106,024.0","82,158.0",                         -   ,                   -   ,                   -   ,,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"816,024.0","265,579.0",                    -   ,"87,467.0","862,871.0","1,463,290.0","1,193,048.0",                         -   ,                   -   ,                   -   ,,,,,,,,,,
4,,Yield (Mt/Ha),10.0,11.0,                    -   ,8.0,10.0,14.0,15.0,                         -   ,                   -   ,                   -   ,,,,,,,,,,
1,Yam,Area planted (Ha),"15,367.0","3,216.0",                    -   ,"34,838.0","42,519.0","38,145.0","135,892.0","170,310.0",                   -   ,"38,231.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,"111,397.0","22,421.0",                    -   ,"632,193.0","897,376.0","647,166.0","2,478,177.0","2,334,528.0",                   -   ,,,,,,,,,,,
4,,Yield (Mt/Ha),7.0,7.0,                    -   ,18.0,21.0,17.0,18.0,14.0,                   -   ,19.0,,,,,,,,,,
1,Soya Bean,Area planted (Ha),                       -   ,                         -   ,                    -   ,"3,566.0",                         -   ,                         -   ,                         -   ,"68,541.0","15,877.0","14,994.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,                       -   ,                         -   ,                    -   ,"3,746.0",                         -   ,                         -   ,                         -   ,"126,759.0","18,933.0","27,233.0",,,,,,,,,,
4,,Yield (Mt/Ha),                       -   ,                         -   ,                    -   ,1.0,                         -   ,                         -   ,                         -   ,2.0,1.0,2.0,,,,,,,,,,
1,Groundnut,Area planted (Ha),                       -   ,                         -   ,                    -   ,                         -   ,"8,071.0","5,518.0","17,014.0","97,696.0","37,792.0","153,591.0","319,682.0",,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,                       -   ,                         -   ,                    -   ,                         -   ,"13,750.0","9,168.0","16,797.0","174,567.0","44,432.0","262,317.0",,,,,,,,,,
4,,Yield (Mt/Ha),                       -   ,                         -   ,                    -   ,                         -   ,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,
1,Cowpea,Area planted (Ha),                       -   ,                         -   ,                    -   ,"5,067.0","1,556.0","7,346.0","6,793.0","49,432.0","23,326.0","63,268.0",,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,                       -   ,                         -   ,                    -   ,"10,436.0","2,375.0","5,515.0","6,566.0","90,936.0","27,430.0","93,780.0",,,,,,,,,,
4,,Yield (Mt/Ha),                       -   ,                         -   ,                    -   ,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
"Source: Statistics, Research and Information Directorate(SRID), MoFA ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Table 2.13: Crop production by Region, 2019",,,,,,,,,,,,,,,,,,,,,,
No.,Crops,Topic, Western , Western North, Central , Greater Accra , Volta ,Oti, Eastern , Ashanti ,Bono,Bono East,  Ahafo , Northern ,North East,Savannah, Upper East ,Upper West,,,,
1,Maize,Area planted (Ha),"  56,364 ","  24,157 ","  101,473 ","  8,699 ","  39,871 ","  22,783 ","  173,655 ","  162,406 ","  119,398 ","  99,012 ","  30,983 ","  92,992 ","  24,210 ","  32,977 ","  74,418 ","  86,883 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),1.57,1.46,2.82,2.22,2.44,2.58,2.99,3.02,2.68,2.32,2.07,1.70,1.54,1.66,2.17,2.69,,,,
1,Millet,Area planted (Ha),,,,,,,,,,,,"  32,985 ","  15,143 ","  8,794 ","  42,588 ","  48,408 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),,,,,,,,,,,,1.62,2.00,1.40,1.18,1.74,,,,
1,Rice (Paddy),Area planted (Ha),"  12,813 ","  24,877 ","  2,663 ","  4,143 ","  35,825 ","  24,678 ","  9,956 ","  14,986 ","  3,896 ","  7,132 ","  2,586 ","  62,923 ","  12,340 ","  12,342 ","  42,797 ","  8,118 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),1.98,1.95,3.35,5.22,5.78,5.63,4.17,4.48,2.61,2.79,2.83,2.02,2.14,1.99,2.97,2.94,,,,
1,Sorghum,Area planted (Ha),,,,,  617 ,"  6,438 ",,,  88 ,"  2,413 ",  -   ,"  47,769 ","  14,877 ","  12,059 ","  57,322 ","  84,865 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),,,,,1.81,1.60,,,1.30,1.52,,1.77,1.76,1.72,1.37,1.44,,,,
1,Cassava,Area planted (Ha),"  54,715 ","  48,522 ","  150,033 ","  4,761 ","  46,381 ","  43,734 ","  219,629 ","  152,927 ","  72,065 ","  71,312 ","  53,909 ","  65,928 ","  3,512 ","  33,823 ",,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),14.96,14.18,20.39,19.11,23.19,23.72,26.52,24.82,24.78,25.18,25.60,12.89,8.35,15.40,,,,,,
1,Cocoyam,Area planted (Ha),"  7,608 ","  43,108 ","  9,903 ",,"  3,322 ","  6,658 ","  28,122 ","  67,013 ","  17,975 ","  1,218 ","  29,160 ",,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),7.52,6.73,6.03,,6.51,7.88,8.86,6.94,6.81,5.61,7.76,,,,,,,,,
1,Plantain,Area planted (Ha),"  20,677 ","  65,488 ","  25,465 ",,"  3,346 ","  8,268 ","  86,165 ","  112,563 ","  29,598 ","  3,005 ","  54,574 ",,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),12.15,12.36,11.01,,8.02,8.33,10.24,14.82,15.02,10.37,18.61,,,,,,,,,
1,Yam,Area planted (Ha),"  2,327 ","  13,193 ","  3,320 ",,"  11,332 ","  24,301 ","  42,726 ","  40,657 ","  34,997 ","  112,416 ","  2,230 ","  126,763 ","  6,320 ","  39,497 ",,"  39,541 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),8.93,9.63,7.01,,18.02,22.36,21.15,17.31,16.69,21.70,16.31,14.12,6.29,14.05,,19.82,,,,
1,Soya Bean,Area planted (Ha),,,,,,,,,,,,,,,,,,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),,,,,,1.36,,,,,,1.93,1.66,1.94,1.29,1.56,,,,
1,Groundnut,Area planted (Ha),,,,,  180 ,"  3,352 ","  8,209 ","  6,101 ","  2,663 ","  15,287 ",,"  56,330 ","  25,746 ","  22,366 ","  39,192 ","  157,426 ",336851.2679,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,  148 ,"  5,466 ","  14,017 ","  11,342 ","  3,027 ","  16,413 ",,"  110,622 ","  38,854 ","  38,317 ","  48,689 ","  276,396 ",,,,
4,,Yield (Mt/Ha),,,,,0.82,1.63,1.71,1.86,1.14,1.07,,1.96,1.51,1.71,1.24,1.76,,,,
1,Cowpea,Area planted (Ha),,,,,"  3,337 ","  1,852 ","  1,721 ","  8,101 ","  1,593 ","  7,357 ",,"  31,179 ","  16,167 ","  8,633 ","  24,436 ","  65,104 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),,,,,3.33,2.11,1.53,1.00,0.91,1.14,,1.83,1.86,1.90,1.28,1.28,,,,74564.24174
"Source: Statistics, Research and Information Directorate(SRID), MoFA ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Table 2.14: Crop production by Region, 2020",,,,,,,,,,,,,,,,,,,,,,
No.,Crops,Topic, Western , Western North, Central , Greater Accra , Volta ,Oti, Eastern , Ashanti ,Bono,Bono East,  Ahafo , Northern ,North East,Savannah, Upper East ,Upper West,,,,
1,Maize,Area planted (Ha),"  51,905 ","  25,140 ","  103,115 ","  16,203 ","  39,126 ","  24,939 ","  136,353 ","  170,996 ","  144,994 ","  108,495 ","  21,994 ","  102,207 ","  27,925 ","  33,821 ","  80,960 ","  94,538 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
4,,Yield (Mt/Ha),2.75,1.78,3.05,3.52,2.46,2.53,2.72,3.38,2.43,2.29,1.85,1.72,2.09,1.80,2.25,2.61,,,,
1,Millet,Area planted (Ha),,,,,,,,,,,,"  32,547 ","  15,107 ","  8,894 ","  45,691 ","  21,816 ",,,,
2,,Area harvested (Ha),,,,,,,,,,,,,,,,,,,,
3,,Farm Count,,,,,,,,,,,,,,,,,,,,
